high,medium,low,id
0.15911032,0.57305,0.2678396,104
0.5266616,0.34205416,0.13128428,105
0.09346828,0.18746121,0.71907055,106
0.021265442,0.16124374,0.81749076,107
0.06480176,0.21456382,0.7206344,108
0.09328784,0.42025998,0.48645216,109
0.11138133,0.7395595,0.1490592,110
0.00071730575,0.011338294,0.98794436,111
0.06215433,0.21619494,0.7216507,112
0.1898962,0.4053866,0.40471727,113
0.1930598,0.43776038,0.36917976,114
0.00887281,0.08176656,0.90936065,115
0.00029548694,0.0068424516,0.99286205,116
0.03492567,0.3305049,0.63456947,117
0.052217603,0.44146705,0.50631535,118
0.069889,0.6877492,0.24236178,119
0.0024582134,0.02142067,0.97612107,120
0.018535068,0.08550519,0.8959598,121
0.1135014,0.5511282,0.33537036,122
0.062991485,0.29625225,0.6407563,123
0.051834587,0.3822176,0.56594783,124
0.0031060486,0.031768426,0.96512556,125
0.002787841,0.027132306,0.97007984,126
0.11141971,0.45490143,0.4336788,127
0.022241028,0.23045118,0.74730784,128
0.00248207,0.088675335,0.90884256,129
0.7820466,0.16385388,0.05409951,130
0.1477449,0.33763,0.51462513,131
0.017945765,0.13370624,0.84834796,132
0.08676903,0.43752652,0.4757045,133
0.027354397,0.21802863,0.754617,134
0.010336067,0.10467359,0.8849903,135
0.0021236807,0.019906556,0.97796977,136
0.029676858,0.29750243,0.67282075,137
0.06430403,0.23587094,0.69982505,138
0.10941943,0.33279222,0.5577884,139
0.11890218,0.63551813,0.24557965,140
0.0028702538,0.015218905,0.9819109,141
0.0018099423,0.01659667,0.98159343,142
0.009257275,0.10185787,0.88888484,143
0.13678043,0.470337,0.39288256,144
0.024368053,0.17280984,0.8028221,145
0.0018904428,0.029433131,0.96867645,146
0.023531051,0.06116467,0.91530424,147
0.31149408,0.531706,0.15679993,148
0.028658107,0.3204088,0.65093315,149
0.0029239468,0.0012721672,0.9958039,150
0.0007800605,0.012528544,0.9866915,151
0.028871575,0.22035298,0.75077546,152
0.07074611,0.44458163,0.48467222,153
0.0487065,0.20368019,0.7476133,154
0.079725884,0.3029999,0.6172742,155
0.05262346,0.30993518,0.6374414,156
0.0006211853,0.009615754,0.989763,157
0.043424763,0.18934631,0.7672289,158
0.01581598,0.24410926,0.74007475,159
0.02296756,0.1854915,0.791541,160
0.11548642,0.5222528,0.3622608,161
0.035971574,0.2944602,0.6695682,162
0.047303617,0.346307,0.60638934,163
0.01789371,0.37357742,0.60852885,164
0.004658388,0.08604658,0.9092951,165
0.028549109,0.34576038,0.6256905,166
0.040836867,0.24922931,0.7099338,167
0.0029833731,0.023363931,0.9736527,168
0.07970996,0.3189229,0.6013671,169
0.12907383,0.43688318,0.43404296,170
0.020975633,0.13616495,0.8428594,171
0.059913028,0.42468363,0.51540333,172
0.02096334,0.10091716,0.8781195,173
0.013515219,0.20136881,0.785116,174
0.0051382845,0.14962637,0.8452353,175
0.093226686,0.3916041,0.51516926,176
0.11537739,0.42138904,0.46323353,177
0.0050173383,0.031575978,0.9634066,178
0.114516504,0.2948551,0.59062845,179
0.0139747895,0.22731137,0.75871384,180
0.0009298485,0.003392079,0.9956781,181
0.014043759,0.19361351,0.7923428,182
0.5322685,0.31123063,0.15650085,183
0.23763134,0.5283747,0.23399399,184
0.0333321,0.37562293,0.59104496,185
0.0035510578,0.0176338,0.97881514,186
0.082675576,0.26569417,0.6516302,187
0.012586215,0.05914143,0.92827237,188
0.07912981,0.27318513,0.6476851,189
0.006551402,0.029932132,0.96351653,190
0.0057358625,0.050678823,0.9435853,191
0.0066390806,0.07207757,0.9212833,192
0.083192736,0.2586587,0.6581486,193
0.22726166,0.54692537,0.22581293,194
0.005296149,0.030045688,0.9646582,195
0.07893449,0.43668178,0.48438373,196
0.13110597,0.5553374,0.31355664,197
0.13712314,0.5976435,0.2652334,198
0.11446936,0.3295995,0.5559312,199
0.5597909,0.33254433,0.10766476,200
0.23808554,0.47832826,0.28358623,201
0.46127674,0.43895778,0.09976546,202
0.02254855,0.23826136,0.7391901,203
0.031050544,0.13040257,0.8385469,204
0.014537348,0.15899347,0.8264691,205
0.07548515,0.18329921,0.74121565,206
0.06235458,0.35039324,0.58725214,207
0.35209346,0.33919603,0.30871055,208
0.01947157,0.21809325,0.7624352,209
0.0021520709,0.01677781,0.98107016,210
0.043044697,0.16423836,0.7927169,211
0.005240007,0.05918433,0.93557566,212
0.011225841,0.045933973,0.94284016,213
0.010683884,0.06697875,0.9223374,214
0.0053255837,0.04185326,0.95282114,215
0.07722035,0.3455148,0.57726485,216
0.14018977,0.42816943,0.43164083,217
0.8979563,0.06807251,0.03397124,218
0.015923435,0.18733625,0.79674035,219
0.027297525,0.16162714,0.8110753,220
0.0032988891,0.049116217,0.94758487,221
0.05624662,0.5304161,0.4133373,222
0.016857963,0.22472611,0.75841594,223
0.035907738,0.093946815,0.8701455,224
0.016449502,0.13354717,0.8500033,225
0.09085506,0.4911425,0.4180025,226
0.12184783,0.3106927,0.56745946,227
0.22192898,0.41836387,0.35970712,228
0.017374052,0.09129863,0.8913274,229
0.0803505,0.7846479,0.13500156,230
0.014645432,0.29842347,0.6869311,231
0.032084033,0.18595852,0.78195745,232
0.040739734,0.34289837,0.6163619,233
0.2635658,0.45752075,0.27891344,234
0.001544621,0.011466827,0.98698854,235
0.007789387,0.106023,0.8861877,236
0.0022645742,0.026604772,0.9711306,237
0.041349255,0.27994975,0.6787009,238
0.021302413,0.22151117,0.7571864,239
0.0009868959,0.021839801,0.9771733,240
0.34857038,0.48889926,0.16253036,241
0.03333215,0.33694425,0.6297236,242
0.071564645,0.34863994,0.5797954,243
0.10338819,0.504807,0.3918048,244
0.11724557,0.36708048,0.51567394,245
0.012425686,0.18217014,0.8054041,246
0.33714914,0.3545949,0.30825594,247
0.0028319696,0.025093576,0.97207445,248
0.25052142,0.42662135,0.32285717,249
0.034735415,0.3467,0.61856455,250
0.035380896,0.5244057,0.44021338,251
0.0069654314,0.065242104,0.9277925,252
0.12342243,0.34206834,0.53450924,253
0.0043371012,0.05663876,0.93902415,254
0.28103584,0.37522587,0.34373832,255
0.014362476,0.22750029,0.7581372,256
0.40911424,0.42826906,0.1626167,257
0.44436663,0.4544892,0.10114419,258
0.073141776,0.20063528,0.726223,259
0.031012604,0.28522226,0.6837651,260
0.056608904,0.2930266,0.6503645,261
0.0134962695,0.1720524,0.8144514,262
0.006564115,0.07612612,0.91730976,263
0.0020121287,0.012112739,0.98587507,264
0.16995586,0.5100688,0.31997538,265
0.0110759195,0.07072697,0.91819715,266
0.12386819,0.4654177,0.41071412,267
0.0027940439,0.023147825,0.9740581,268
0.0015005553,0.021697741,0.9768017,269
0.25813976,0.6214614,0.12039883,270
0.18941943,0.6180918,0.19248876,271
0.005961987,0.12092104,0.873117,272
0.052557815,0.5863092,0.36113298,273
0.017930718,0.29513445,0.68693477,274
0.017900338,0.18125488,0.8008448,275
0.059992954,0.30686048,0.6331466,276
0.0016514625,0.033094186,0.96525437,277
0.00866964,0.11011846,0.88121194,278
0.31311673,0.5269733,0.15990992,279
0.10048138,0.4615563,0.43796235,280
0.0063905166,0.060857203,0.9327523,281
0.06440958,0.36748597,0.56810445,282
0.09707789,0.608977,0.2939451,283
0.1479202,0.6206172,0.23146257,284
0.037670046,0.30743134,0.6548986,285
0.050321046,0.23185726,0.7178217,286
0.036949925,0.15667845,0.8063716,287
0.08149488,0.4470442,0.47146097,288
0.042304266,0.19631326,0.76138246,289
0.042783238,0.21360871,0.74360806,290
0.010344536,0.08312033,0.9065351,291
0.07091726,0.52027154,0.40881115,292
0.07061046,0.45550996,0.4738796,293
0.004783089,0.03286322,0.9623537,294
0.031922188,0.25560287,0.71247494,295
0.00093994895,0.017923217,0.9811368,296
0.21626563,0.5584417,0.22529264,297
0.007967571,0.04903896,0.9429935,298
0.6014937,0.3552903,0.043215934,299
0.02869064,0.33328646,0.6380229,300
0.18429466,0.55997634,0.25572896,301
0.09101639,0.16045557,0.748528,302
0.08398183,0.10171723,0.8143009,303
0.0051676393,0.022132663,0.9726997,304
0.0075474167,0.09511796,0.89733464,305
0.009668163,0.096902505,0.89342934,306
0.06307892,0.3027928,0.6341283,307
0.0025151856,0.020711211,0.9767736,308
0.001024327,0.015885632,0.98309004,309
0.013678937,0.15986873,0.82645226,310
0.029518956,0.20831507,0.762166,311
0.062461544,0.42793018,0.50960827,312
0.02529984,0.274456,0.7002442,313
0.018530993,0.1865401,0.7949289,314
0.031375512,0.2702765,0.698348,315
0.77179027,0.1799372,0.048272546,316
0.020812256,0.24624196,0.73294574,317
0.08798267,0.4351918,0.47682557,318
0.22251888,0.5516727,0.22580844,319
0.331693,0.45078915,0.2175179,320
0.005115369,0.03891885,0.95596576,321
0.10636107,0.38323125,0.5104077,322
0.0497061,0.18565121,0.76464266,323
0.16090584,0.35237873,0.48671547,324
0.001458882,0.027939623,0.9706015,325
0.027136771,0.091696136,0.8811671,326
0.02028403,0.119469516,0.8602464,327
0.07467834,0.50624156,0.41908014,328
0.0035310788,0.03227435,0.96419466,329
0.017160665,0.18360645,0.7992329,330
0.15622786,0.40954843,0.43422365,331
0.029347084,0.20064671,0.7700062,332
0.030990966,0.17297766,0.79603136,333
0.013018933,0.20221506,0.784766,334
0.0013826677,0.036565177,0.96205217,335
0.11418836,0.41496372,0.47084793,336
0.0040902817,0.09472721,0.90118253,337
0.2802637,0.5946116,0.12512472,338
0.040549908,0.17497896,0.78447115,339
0.052834634,0.17692594,0.7702394,340
0.20215966,0.36329323,0.43454716,341
0.0022648992,0.025072804,0.97266227,342
0.15270822,0.5874337,0.25985813,343
0.11892575,0.40335506,0.47771916,344
0.021308808,0.123336986,0.85535425,345
0.046876796,0.38338488,0.5697383,346
0.02540428,0.11935321,0.85524243,347
0.010155525,0.05684764,0.9329968,348
0.23914169,0.47895306,0.2819052,349
0.0069965343,0.033052985,0.9599505,350
0.3122524,0.45144993,0.2362977,351
0.0018195438,0.025314908,0.9728655,352
0.54879004,0.26061478,0.19059516,353
0.2410112,0.39171946,0.36726937,354
0.013861807,0.099064596,0.8870736,355
0.22267134,0.29720277,0.48012584,356
0.17380932,0.4079376,0.4182531,357
0.007095694,0.040672272,0.952232,358
0.000759724,0.010559912,0.98868036,359
0.123042494,0.36304945,0.513908,360
0.052661147,0.27085888,0.67647994,361
0.06869575,0.49138469,0.43991956,362
0.19668539,0.4945481,0.3087665,363
0.008611925,0.029284384,0.96210366,364
0.11227389,0.5933766,0.29434952,365
0.22919913,0.49651906,0.2742818,366
0.09766493,0.36197314,0.54036194,367
0.025080908,0.31447098,0.6604481,368
0.09420593,0.43787998,0.46791407,369
0.35276186,0.4166079,0.23063028,370
0.019083956,0.22007465,0.76084137,371
0.037325777,0.27748978,0.6851845,372
0.0038759778,0.05977413,0.9363499,373
0.0026788844,0.041517124,0.955804,374
0.25897586,0.58629495,0.15472919,375
0.0004595247,0.004478196,0.9950623,376
0.063061945,0.48299056,0.4539475,377
0.09175927,0.3823974,0.5258433,378
0.28552765,0.54006094,0.1744114,379
0.04241213,0.45410278,0.5034851,380
0.06336015,0.29246062,0.6441792,381
0.022404123,0.12974557,0.8478503,382
0.33961418,0.49392897,0.16645686,383
0.022401992,0.24953486,0.7280631,384
0.009242364,0.06795409,0.9228035,385
0.03874305,0.24857178,0.71268517,386
0.2346967,0.4536418,0.31166154,387
0.029789053,0.35268566,0.6175253,388
0.15281773,0.33989656,0.5072857,389
0.024018558,0.16232707,0.81365436,390
0.038194843,0.21090235,0.75090283,391
0.06687953,0.31758052,0.61553997,392
0.14893864,0.569051,0.28201035,393
0.00093891314,0.015201519,0.98385954,394
0.24732937,0.46389395,0.28877667,395
0.01308912,0.22142607,0.7654848,396
0.016533263,0.15921365,0.82425314,397
0.10544276,0.46431258,0.43024462,398
0.373755,0.52689856,0.09934645,399
0.0014787893,0.009924293,0.988597,400
0.04624968,0.26136893,0.6923814,401
0.09885695,0.39639574,0.50474733,402
0.006888047,0.10084622,0.89226574,403
0.009888457,0.07771737,0.9123942,404
0.008306363,0.07762496,0.91406876,405
0.010477745,0.18149479,0.8080275,406
0.15325356,0.5250902,0.32165623,407
0.48233727,0.26877853,0.24888423,408
0.027679717,0.42349485,0.54882544,409
0.040979795,0.26127377,0.69774646,410
0.02473821,0.25185978,0.723402,411
0.0005638099,0.009969956,0.98946625,412
0.028174747,0.24389336,0.7279319,413
0.045334104,0.33511513,0.61955076,414
0.0036875652,0.031906005,0.9644065,415
0.20045881,0.5535713,0.24596992,416
0.01736948,0.33551496,0.6471156,417
0.033050146,0.23508815,0.7318617,418
0.0044614417,0.07185369,0.9236849,419
0.1888259,0.5780276,0.23314649,420
0.011650215,0.12464222,0.8637076,421
0.3305467,0.5022472,0.16720605,422
0.24223633,0.5465168,0.21124686,423
0.05942542,0.4427852,0.49778935,424
0.080007814,0.69344133,0.2265509,425
0.0032833782,0.041496385,0.95522016,426
0.04066036,0.2609098,0.6984299,427
0.041371737,0.36792827,0.5907,428
0.11039153,0.4271952,0.46241328,429
0.4102493,0.40604103,0.18370965,430
0.17695057,0.28661925,0.5364302,431
0.06775153,0.3068664,0.6253821,432
0.02897399,0.10657037,0.8644556,433
0.016211899,0.0866905,0.8970976,434
0.066857345,0.5908519,0.3422908,435
0.032979067,0.11493124,0.85208964,436
0.13240968,0.45179394,0.4157964,437
0.2951302,0.41102773,0.29384208,438
0.0027311472,0.03515019,0.9621187,439
0.081658326,0.34824654,0.5700951,440
0.18903106,0.37703723,0.4339317,441
0.9002228,0.0685052,0.031272046,442
0.004057137,0.04296328,0.9529796,443
0.0030841448,0.022752708,0.9741631,444
0.009791238,0.17019822,0.82001054,445
0.038540576,0.38470873,0.5767507,446
0.07537292,0.25510517,0.6695219,447
0.010615654,0.0757463,0.91363806,448
0.019277591,0.11679566,0.86392677,449
0.11832261,0.37948987,0.5021875,450
0.16427337,0.51862985,0.31709674,451
0.15682468,0.3993316,0.44384372,452
0.77859193,0.109940544,0.11146748,453
0.02977338,0.06749068,0.90273595,454
0.023032205,0.25777838,0.7191894,455
0.035447206,0.101981394,0.8625714,456
0.0072824717,0.11375448,0.87896305,457
0.006979506,0.100496575,0.8925239,458
0.0067672636,0.12342909,0.8698036,459
0.017355368,0.18268356,0.7999611,460
0.032348197,0.22197463,0.7456772,461
0.13454044,0.40578556,0.45967403,462
0.023336425,0.17782263,0.79884094,463
0.008339061,0.031876925,0.959784,464
0.1378062,0.5199478,0.34224594,465
0.10368248,0.058923125,0.8373944,466
0.0316901,0.10023217,0.8680777,467
0.007877872,0.066965334,0.92515683,468
0.07885399,0.2331466,0.6879994,469
0.2762796,0.5327009,0.19101949,470
0.12240844,0.43467924,0.44291237,471
0.016012862,0.37145045,0.61253667,472
0.003973564,0.057139058,0.9388874,473
0.0054125553,0.056358695,0.9382288,474
0.03165333,0.2870284,0.6813183,475
0.077206574,0.3548224,0.56797105,476
0.015449845,0.13071641,0.85383373,477
0.23170644,0.50449204,0.26380152,478
0.0012215137,0.02545103,0.97332746,479
0.023715176,0.20466076,0.7716241,480
0.038865212,0.44098037,0.5201544,481
0.09428505,0.50585663,0.3998583,482
0.030692382,0.2284501,0.7408575,483
0.4189009,0.35763866,0.22346045,484
0.007888854,0.081104994,0.9110061,485
0.038525663,0.31575015,0.64572424,486
0.16593859,0.56658447,0.267477,487
0.0010108202,0.007030126,0.9919591,488
0.19191445,0.4150389,0.39304665,489
0.12755498,0.5788933,0.29355168,490
0.111492,0.1990713,0.6894367,491
0.05591417,0.4603131,0.4837727,492
0.059841856,0.48899236,0.4511658,493
0.020783313,0.15886447,0.8203522,494
0.02452553,0.2663155,0.70915896,495
0.02318506,0.26153356,0.7152814,496
0.023210295,0.30683276,0.6699569,497
0.01212393,0.10760605,0.88027,498
0.12543313,0.2823076,0.5922593,499
0.013172221,0.0642236,0.9226042,500
0.082083605,0.5270655,0.39085087,501
0.028968211,0.37205335,0.59897846,502
0.0028732421,0.03746205,0.95966476,503
0.25141206,0.46858045,0.2800075,504
0.004007585,0.032648634,0.9633438,505
0.03703399,0.23765191,0.7253141,506
0.17897467,0.620312,0.20071332,507
0.047429446,0.30771247,0.64485806,508
0.20726049,0.4246865,0.36805308,509
0.08220069,0.4814402,0.4363591,510
0.03910561,0.3630839,0.59781045,511
0.22616145,0.51397026,0.25986826,512
0.023563301,0.22448966,0.75194705,513
0.1468811,0.33900383,0.51411504,514
0.10848116,0.1913331,0.7001858,515
0.022211391,0.14524417,0.83254445,516
0.33209363,0.42385167,0.24405469,517
0.037962724,0.18068814,0.7813491,518
0.06154567,0.30708188,0.63137245,519
0.11471951,0.16337083,0.7219097,520
0.1512644,0.35334167,0.49539396,521
0.027301596,0.17235817,0.80034024,522
0.00094222877,0.00997943,0.98907834,523
0.006097746,0.04911802,0.9447842,524
0.032573786,0.24674797,0.7206782,525
0.087776974,0.26128864,0.65093434,526
0.032332405,0.2699849,0.6976827,527
0.014123945,0.10615875,0.87971735,528
0.05859488,0.5217562,0.41964898,529
0.0061346632,0.10458349,0.8892818,530
0.0044622966,0.037105996,0.95843166,531
0.014080226,0.08041546,0.9055043,532
0.33635557,0.44528294,0.21836151,533
0.12251133,0.33239198,0.5450967,534
0.007851465,0.32854205,0.6636065,535
0.21571507,0.47812596,0.306159,536
0.041019518,0.47947747,0.47950298,537
0.027028102,0.26808873,0.70488316,538
0.20700248,0.50111413,0.29188344,539
0.0237467,0.09674969,0.8795036,540
0.016535604,0.06783814,0.9156263,541
0.029924262,0.17485632,0.7952194,542
0.08309136,0.22634459,0.6905641,543
0.124354534,0.42704976,0.4485957,544
0.07048693,0.28376794,0.6457451,545
0.015560181,0.09193703,0.8925028,546
0.24658379,0.52311575,0.23030046,547
0.06724201,0.5579102,0.37484774,548
0.33772168,0.40395826,0.2583201,549
0.015086501,0.10227605,0.8826375,550
0.14104812,0.70381176,0.15514012,551
0.017649084,0.2310807,0.75127023,552
0.01969347,0.0958349,0.8844716,553
0.0031910106,0.051888175,0.9449208,554
0.31946442,0.34522545,0.3353101,555
0.0013019599,0.018323952,0.9803741,556
0.15851471,0.47509775,0.3663876,557
0.0006569432,0.02036746,0.9789756,558
0.00070306996,0.021676729,0.9776202,559
0.05219067,0.41510817,0.5327012,560
0.017862976,0.20155777,0.78057927,561
0.012125959,0.05585413,0.9320199,562
0.12626386,0.33518755,0.5385486,563
0.12545736,0.4085722,0.46597052,564
0.004122291,0.05344884,0.9424288,565
0.026750123,0.26401818,0.7092317,566
0.0042365384,0.067614086,0.9281494,567
0.059173368,0.61596996,0.3248567,568
0.06124299,0.33416852,0.60458845,569
0.026763871,0.13511561,0.83812046,570
0.14454122,0.491618,0.36384076,571
0.038936704,0.2801807,0.68088263,572
0.021897603,0.13267887,0.84542346,573
0.0077196714,0.031566277,0.96071404,574
0.08288698,0.46779653,0.44931653,575
0.07489828,0.57723695,0.3478648,576
0.017040566,0.08427022,0.8986892,577
0.22648907,0.42821392,0.34529695,578
0.04857916,0.3235169,0.62790394,579
0.017899113,0.080863915,0.90123695,580
0.021777224,0.14642678,0.83179605,581
0.0006324712,0.013557741,0.98580974,582
0.016246917,0.14507964,0.8386734,583
0.008965387,0.12377001,0.86726457,584
0.0058062207,0.11639292,0.8778008,585
0.041126866,0.41503388,0.5438393,586
0.03619402,0.17875098,0.78505504,587
0.10982348,0.32430008,0.5658764,588
0.46540466,0.39743707,0.13715827,589
0.00488154,0.05221601,0.94290245,590
0.0044377637,0.018988343,0.97657394,591
0.03605366,0.30242565,0.66152066,592
0.38260356,0.42597395,0.1914225,593
0.2727795,0.37331858,0.35390195,594
0.03709601,0.2649894,0.69791466,595
0.08760993,0.2042785,0.7081116,596
0.60038227,0.25853354,0.14108416,597
0.5163483,0.35232672,0.13132498,598
0.030508883,0.3234964,0.6459947,599
0.16056485,0.5308793,0.30855584,600
0.0046491856,0.051716287,0.9436345,601
0.00067626784,0.011588114,0.98773557,602
0.041728042,0.22874878,0.7295232,603
0.01607996,0.13330393,0.85061616,604
0.023879603,0.20687652,0.7692439,605
0.12700918,0.5379952,0.3349956,606
0.010596243,0.05667012,0.93273365,607
0.012468519,0.19721787,0.7903136,608
0.09915535,0.5305082,0.3703364,609
0.00889148,0.078688756,0.9124198,610
0.0045107286,0.081669725,0.9138195,611
0.03436608,0.246844,0.71878994,612
0.012501202,0.08574417,0.9017547,613
0.029032791,0.045465305,0.92550194,614
0.112107895,0.3342466,0.5536455,615
0.0281473,0.34269693,0.62915576,616
0.007505087,0.05861104,0.93388385,617
0.14745818,0.5180621,0.33447972,618
0.065534994,0.41909677,0.5153682,619
0.044594705,0.3333682,0.6220371,620
0.015619387,0.13544475,0.8489359,621
0.066646166,0.18601696,0.74733686,622
0.026576666,0.15397988,0.8194434,623
0.046421643,0.3580229,0.5955554,624
0.010281443,0.090213396,0.8995052,625
0.004913519,0.03071957,0.96436685,626
0.0022092396,0.027588679,0.9702021,627
0.0031050525,0.04107738,0.9558176,628
0.13849512,0.5226352,0.33886966,629
0.18124773,0.48420116,0.33455113,630
0.5441402,0.34787822,0.107981525,631
0.2199053,0.45982283,0.32027188,632
0.013952173,0.05070983,0.935338,633
0.018538117,0.22952192,0.75194,634
0.03226651,0.12775214,0.8399813,635
0.007563141,0.13392723,0.8585096,636
0.006862521,0.047782063,0.9453555,637
0.1403947,0.547647,0.31195828,638
0.0101007875,0.12209358,0.86780566,639
0.090817735,0.56291455,0.34626776,640
0.411812,0.33649054,0.25169745,641
0.01954424,0.11368189,0.86677384,642
0.31565025,0.530502,0.15384775,643
0.12501909,0.38521418,0.48976678,644
0.08855476,0.4074797,0.50396556,645
0.024455758,0.17966856,0.7958757,646
0.5079652,0.35811618,0.13391861,647
0.012142069,0.122748345,0.8651096,648
0.19891609,0.3961076,0.4049763,649
0.076250054,0.40667927,0.5170707,650
0.048573457,0.24623024,0.7051963,651
0.009629864,0.13632129,0.85404885,652
0.06491064,0.3559683,0.57912105,653
0.10818426,0.391677,0.50013876,654
0.0013756179,0.030836066,0.9677883,655
0.003063813,0.022280997,0.9746552,656
0.01526712,0.19911225,0.7856206,657
0.008790504,0.05774155,0.933468,658
0.029934214,0.1593411,0.8107247,659
0.039185762,0.4573822,0.50343204,660
0.0007033635,0.009396014,0.98990065,661
0.09725826,0.5917399,0.31100184,662
0.3240883,0.3749508,0.3009609,663
0.037067465,0.1577948,0.80513775,664
0.26232234,0.49332693,0.24435073,665
0.65234965,0.21686272,0.13078763,666
0.05732491,0.20453286,0.73814225,667
0.24675828,0.35171387,0.40152788,668
0.024642188,0.29713506,0.6782227,669
0.0013430176,0.018104367,0.9805526,670
0.0016085288,0.028564913,0.9698266,671
0.044850633,0.24458313,0.7105662,672
0.003189971,0.03230793,0.96450216,673
0.20636043,0.47402638,0.31961322,674
0.0054039066,0.029187137,0.9654089,675
0.0038144367,0.033124063,0.9630616,676
0.0011434414,0.010565911,0.98829067,677
0.0069602355,0.09887005,0.89416975,678
0.004021955,0.05759978,0.9383783,679
0.04255766,0.3997237,0.55771863,680
0.0003769814,0.0068462826,0.99277675,681
0.24061143,0.2530914,0.50629723,682
0.08477989,0.50026137,0.41495875,683
0.24856646,0.5117173,0.23971619,684
0.11095928,0.36653575,0.522505,685
0.056794733,0.32373285,0.61947244,686
0.112070434,0.338005,0.54992455,687
0.09141594,0.47211504,0.43646896,688
0.08954998,0.21371648,0.69673353,689
0.058441233,0.35552227,0.58603644,690
0.019441959,0.05237083,0.9281872,691
0.045622166,0.3832389,0.571139,692
0.46123058,0.42696974,0.11179963,693
0.005934948,0.03788263,0.95618236,694
0.116887674,0.30135387,0.58175844,695
